id,language,value,product_id
1680,french,Mustéflott,3655
1681,english,Cherubi,3656
1682,japanese,チェリンボ,3656
1683,chinese,樱花宝,3656
1684,french,Ceribou,3656
1685,english,Cherrim,3657
1686,japanese,チェリム,3657
1687,chinese,樱花儿,3657
1688,french,Ceriflor,3657
1689,english,Shellos,3658
1690,japanese,カラナクシ,3658
1691,chinese,无壳海兔,3658
1692,french,Sancoki,3658
1693,english,Gastrodon,3659
1694,japanese,トリトドン,3659
1695,chinese,海兔兽,3659
1696,french,Tritosor,3659
1697,english,Ambipom,3660
1698,japanese,エテボース,3660
1699,chinese,双尾怪手,3660
1700,french,Capidextre,3660
1701,english,Drifloon,3661
1702,japanese,フワンテ,3661
1703,chinese,飘飘球,3661
1704,french,Baudrive,3661
1705,english,Drifblim,3662
1706,japanese,フワライド,3662
1707,chinese,随风球,3662
1708,french,Grodrive,3662
1709,english,Buneary,3663
1710,japanese,ミミロル,3663
1711,chinese,卷卷耳,3663
1712,french,Laporeille,3663
1713,english,Lopunny,3664
1714,japanese,ミミロップ,3664
1715,chinese,长耳兔,3664
1716,french,Lockpin,3664
1717,english,Mismagius,3665
1718,japanese,ムウマージ,3665
1719,chinese,梦妖魔,3665
1720,french,Magirêve,3665
1721,english,Honchkrow,3666
1722,japanese,ドンカラス,3666
1723,chinese,乌鸦头头,3666
1724,french,Corboss,3666
1725,english,Glameow,3667
1726,japanese,ニャルマー,3667
1727,chinese,魅力喵,3667
1728,french,Chaglam,3667
1729,english,Purugly,3668
1730,japanese,ブニャット,3668
1731,chinese,东施喵,3668
1732,french,Chaffreux,3668
1733,english,Chingling,3669
1734,japanese,リーシャン,3669
1735,chinese,铃铛响,3669
1736,french,Korillon,3669
1737,english,Stunky,3670
1738,japanese,スカンプー,3670
1739,chinese,臭鼬噗,3670
1740,french,Moufouette,3670
1741,english,Skuntank,3671
1742,japanese,スカタンク,3671
1743,chinese,坦克臭鼬,3671
1744,french,Moufflair,3671
1745,english,Bronzor,3672
1746,japanese,ドーミラー,3672
1747,chinese,铜镜怪,3672
1748,french,Archéomire,3672
1749,english,Bronzong,3673
1750,japanese,ドータクン,3673
1751,chinese,青铜钟,3673
1752,french,Archéodong,3673
1753,english,Bonsly,3674
1754,japanese,ウソハチ,3674
1755,chinese,盆才怪,3674
1756,french,Manzaï,3674
1757,english,Mime Jr.,3675
1758,japanese,マネネ,3675
1759,chinese,魔尼尼,3675
1760,french,Mime Jr,3675
1761,english,Happiny,3676
1762,japanese,ピンプク,3676
1763,chinese,小福蛋,3676
1764,french,Ptiravi,3676
1765,english,Chatot,3677
1766,japanese,ペラップ,3677
1767,chinese,聒噪鸟,3677
1768,french,Pijako,3677
1769,english,Spiritomb,3678
1770,japanese,ミカルゲ,3678
1771,chinese,花岩怪,3678
1772,french,Spiritomb,3678
1773,english,Gible,3679
1774,japanese,フカマル,3679
1775,chinese,圆陆鲨,3679
1776,french,Griknot,3679
1777,english,Gabite,3680
1778,japanese,ガバイト,3680
1779,chinese,尖牙陆鲨,3680
1780,french,Carmache,3680
1781,english,Garchomp,3681
1782,japanese,ガブリアス,3681
1783,chinese,烈咬陆鲨,3681
1784,french,Carchacrok,3681
1785,english,Munchlax,3682
1786,japanese,ゴンベ,3682
1787,chinese,小卡比兽,3682
1788,french,Goinfrex,3682
1789,english,Riolu,3683
1790,japanese,リオル,3683
1791,chinese,利欧路,3683
1792,french,Riolu,3683
1793,english,Lucario,3684
1794,japanese,ルカリオ,3684
1795,chinese,路卡利欧,3684
1796,french,Lucario,3684
1797,english,Hippopotas,3685
1798,japanese,ヒポポタス,3685
1799,chinese,沙河马,3685
1800,french,Hippopotas,3685
1801,english,Hippowdon,3686
1802,japanese,カバルドン,3686
1803,chinese,河马兽,3686
1804,french,Hippodocus,3686
1805,english,Skorupi,3687
1806,japanese,スコルピ,3687
1807,chinese,钳尾蝎,3687
1808,french,Rapion,3687
1809,english,Drapion,3688
1810,japanese,ドラピオン,3688
1811,chinese,龙王蝎,3688
1812,french,Drascore,3688
1813,english,Croagunk,3689
1814,japanese,グレッグル,3689
1815,chinese,不良蛙,3689
1816,french,Cradopaud,3689
1817,english,Toxicroak,3690
1818,japanese,ドクロッグ,3690
1819,chinese,毒骷蛙,3690
1820,french,Coatox,3690
1821,english,Carnivine,3691
1822,japanese,マスキッパ,3691
1823,chinese,尖牙笼,3691
1824,french,Vortente,3691
1825,english,Finneon,3692
1826,japanese,ケイコウオ,3692
1827,chinese,荧光鱼,3692
1828,french,Écayon,3692
1829,english,Lumineon,3693
1830,japanese,ネオラント,3693
1831,chinese,霓虹鱼,3693
1832,french,Luminéon,3693
1833,english,Mantyke,3694
1834,japanese,タマンタ,3694
1835,chinese,小球飞鱼,3694
1836,french,Babimanta,3694
1837,english,Snover,3695
1838,japanese,ユキカブリ,3695
1839,chinese,雪笠怪,3695
1840,french,Blizzi,3695
1841,english,Abomasnow,3696
1842,japanese,ユキノオー,3696
1843,chinese,暴雪王,3696
1844,french,Blizzaroi,3696
1845,english,Weavile,3697
1846,japanese,マニューラ,3697
1847,chinese,玛狃拉,3697
1848,french,Dimoret,3697
1849,english,Magnezone,3698
1850,japanese,ジバコイル,3698
1851,chinese,自爆磁怪,3698
1852,french,Magnézone,3698
1853,english,Lickilicky,3699
1854,japanese,ベロベルト,3699
1855,chinese,大舌舔,3699
1856,french,Coudlangue,3699
1857,english,Rhyperior,3700
1858,japanese,ドサイドン,3700
1859,chinese,超甲狂犀,3700
1860,french,Rhinastoc,3700
1861,english,Tangrowth,3701
1862,japanese,モジャンボ,3701
1863,chinese,巨蔓藤,3701
1864,french,Bouldeneu,3701
1865,english,Electivire,3702
1866,japanese,エレキブル,3702
1867,chinese,电击魔兽,3702
1868,french,Élekable,3702
1869,english,Magmortar,3703
1870,japanese,ブーバーン,3703
1871,chinese,鸭嘴炎兽,3703
1872,french,Maganon,3703
1873,english,Togekiss,3704
1874,japanese,トゲキッス,3704
1875,chinese,波克基斯,3704
1876,french,Togekiss,3704
1877,english,Yanmega,3705
1878,japanese,メガヤンマ,3705
1879,chinese,远古巨蜓,3705
1880,french,Yanmega,3705
1881,english,Leafeon,3706
1882,japanese,リーフィア,3706
1883,chinese,叶伊布,3706
1884,french,Phyllali,3706
1885,english,Glaceon,3707
1886,japanese,グレイシア,3707
1887,chinese,冰伊布,3707
1888,french,Givrali,3707
1889,english,Gliscor,3708
1890,japanese,グライオン,3708
1891,chinese,天蝎王,3708
1892,french,Scorvol,3708
1893,english,Mamoswine,3709
1894,japanese,マンムー,3709
1895,chinese,象牙猪,3709
1896,french,Mammochon,3709
1897,english,Porygon-Z,3710
1898,japanese,ポリゴンＺ,3710
1899,chinese,多边兽Ｚ,3710
1900,french,Porygon-Z,3710
1901,english,Gallade,3711
1902,japanese,エルレイド,3711
1903,chinese,艾路雷朵,3711
1904,french,Gallame,3711
1905,english,Probopass,3712
1906,japanese,ダイノーズ,3712
1907,chinese,大朝北鼻,3712
1908,french,Tarinorme,3712
1909,english,Dusknoir,3713
1910,japanese,ヨノワール,3713
1911,chinese,黑夜魔灵,3713
1912,french,Noctunoir,3713
1913,english,Froslass,3714
1914,japanese,ユキメノコ,3714
1915,chinese,雪妖女,3714
1916,french,Momartik,3714
1917,english,Rotom,3715
1918,japanese,ロトム,3715
1919,chinese,洛托姆,3715
1920,french,Motisma,3715
1921,english,Uxie,3716
1922,japanese,ユクシー,3716
1923,chinese,由克希,3716
1924,french,Créhelf,3716
1925,english,Mesprit,3717
1926,japanese,エムリット,3717
1927,chinese,艾姆利多,3717
1928,french,Créfollet,3717
1929,english,Azelf,3718
1930,japanese,アグノム,3718
1931,chinese,亚克诺姆,3718
1932,french,Créfadet,3718
1933,english,Dialga,3719
1934,japanese,ディアルガ,3719
1935,chinese,帝牙卢卡,3719
1936,french,Dialga,3719
1937,english,Palkia,3720
1938,japanese,パルキア,3720
1939,chinese,帕路奇亚,3720
1940,french,Palkia,3720
1941,english,Heatran,3721
1942,japanese,ヒードラン,3721
1943,chinese,席多蓝恩,3721
1944,french,Heatran,3721
1945,english,Regigigas,3722
1946,japanese,レジギガス,3722
1947,chinese,雷吉奇卡斯,3722
1948,french,Regigigas,3722
1949,english,Giratina,3723
1950,japanese,ギラティナ,3723
1951,chinese,骑拉帝纳,3723
1952,french,Giratina,3723
1953,english,Cresselia,3724
1954,japanese,クレセリア,3724
1955,chinese,克雷色利亚,3724
1956,french,Cresselia,3724
1957,english,Phione,3725
1958,japanese,フィオネ,3725
1959,chinese,霏欧纳,3725
1960,french,Phione,3725
1961,english,Manaphy,3726
1962,japanese,マナフィ,3726
1963,chinese,玛纳霏,3726
1964,french,Manaphy,3726
1965,english,Darkrai,3727
1966,japanese,ダークライ,3727
1967,chinese,达克莱伊,3727
1968,french,Darkrai,3727
1969,english,Shaymin,3728
1970,japanese,シェイミ,3728
1971,chinese,谢米,3728
1972,french,Shaymin,3728
1973,english,Arceus,3729
1974,japanese,アルセウス,3729
1975,chinese,阿尔宙斯,3729
1976,french,Arceus,3729
1977,english,Victini,3730
1978,japanese,ビクティニ,3730
1979,chinese,比克提尼,3730
1980,french,Victini,3730
1981,english,Snivy,3731
1982,japanese,ツタージャ,3731
1983,chinese,藤藤蛇,3731
1984,french,Vipélierre,3731
1985,english,Servine,3732
1986,japanese,ジャノビー,3732
1987,chinese,青藤蛇,3732
1988,french,Lianaja,3732
1989,english,Serperior,3733
1990,japanese,ジャローダ,3733
1991,chinese,君主蛇,3733
1992,french,Majaspic,3733
1993,english,Tepig,3734
1994,japanese,ポカブ,3734
1995,chinese,暖暖猪,3734
1996,french,Gruikui,3734
1997,english,Pignite,3735
1998,japanese,チャオブー,3735
1999,chinese,炒炒猪,3735
2000,french,Grotichon,3735
2001,english,Emboar,3736
2002,japanese,エンブオー,3736
2003,chinese,炎武王,3736
2004,french,Roitiflam,3736
2005,english,Oshawott,3737
2006,japanese,ミジュマル,3737
2007,chinese,水水獭,3737
2008,french,Moustillon,3737
2009,english,Dewott,3738
2010,japanese,フタチマル,3738
2011,chinese,双刃丸,3738
2012,french,Mateloutre,3738
2013,english,Samurott,3739
2014,japanese,ダイケンキ,3739
2015,chinese,大剑鬼,3739
2016,french,Clamiral,3739
2017,english,Patrat,3740
2018,japanese,ミネズミ,3740
2019,chinese,探探鼠,3740
2020,french,Ratentif,3740
2021,english,Watchog,3741
2022,japanese,ミルホッグ,3741
2023,chinese,步哨鼠,3741
2024,french,Miradar,3741
2025,english,Lillipup,3742
2026,japanese,ヨーテリー,3742
2027,chinese,小约克,3742
2028,french,Ponchiot,3742
2029,english,Herdier,3743
2030,japanese,ハーデリア,3743
2031,chinese,哈约克,3743
2032,french,Ponchien,3743
2033,english,Stoutland,3744
2034,japanese,ムーランド,3744
2035,chinese,长毛狗,3744
2036,french,Mastouffe,3744
2037,english,Purrloin,3745
2038,japanese,チョロネコ,3745
2039,chinese,扒手猫,3745
2040,french,Chacripan,3745
2041,english,Liepard,3746
2042,japanese,レパルダス,3746
2043,chinese,酷豹,3746
2044,french,Léopardus,3746
2045,english,Pansage,3747
2046,japanese,ヤナップ,3747
2047,chinese,花椰猴,3747
2048,french,Feuillajou,3747
2049,english,Simisage,3748
2050,japanese,ヤナッキー,3748
2051,chinese,花椰猿,3748
2052,french,Feuiloutan,3748
2053,english,Pansear,3749
2054,japanese,バオップ,3749
2055,chinese,爆香猴,3749
2056,french,Flamajou,3749
2057,english,Simisear,3750
2058,japanese,バオッキー,3750
2059,chinese,爆香猿,3750
2060,french,Flamoutan,3750
2061,english,Panpour,3751
2062,japanese,ヒヤップ,3751
2063,chinese,冷水猴,3751
2064,french,Flotajou,3751
2065,english,Simipour,3752
2066,japanese,ヒヤッキー,3752
2067,chinese,冷水猿,3752
2068,french,Flotoutan,3752
2069,english,Munna,3753
2070,japanese,ムンナ,3753
2071,chinese,食梦梦,3753
2072,french,Munna,3753
2073,english,Musharna,3754
2074,japanese,ムシャーナ,3754
2075,chinese,梦梦蚀,3754
2076,french,Mushana,3754
2077,english,Pidove,3755
2078,japanese,マメパト,3755
2079,chinese,豆豆鸽,3755
2080,french,Poichigeon,3755
2081,english,Tranquill,3756
2082,japanese,ハトーボー,3756
2083,chinese,咕咕鸽,3756
2084,french,Colombeau,3756
2085,english,Unfezant,3757
2086,japanese,ケンホロウ,3757
2087,chinese,高傲雉鸡,3757
2088,french,Déflaisan,3757
2089,english,Blitzle,3758
2090,japanese,シママ,3758
2091,chinese,斑斑马,3758
2092,french,Zébibron,3758
2093,english,Zebstrika,3759
2094,japanese,ゼブライカ,3759
2095,chinese,雷电斑马,3759
2096,french,Zéblitz,3759
2097,english,Roggenrola,3760
2098,japanese,ダンゴロ,3760
2099,chinese,石丸子,3760
2100,french,Nodulithe,3760
2101,english,Boldore,3761
2102,japanese,ガントル,3761
2103,chinese,地幔岩,3761
2104,french,Géolithe,3761
2105,english,Gigalith,3762
2106,japanese,ギガイアス,3762
2107,chinese,庞岩怪,3762
2108,french,Gigalithe,3762
2109,english,Woobat,3763
2110,japanese,コロモリ,3763
2111,chinese,滚滚蝙蝠,3763
2112,french,Chovsourir,3763
2113,english,Swoobat,3764
2114,japanese,ココロモリ,3764
2115,chinese,心蝙蝠,3764
2116,french,Rhinolove,3764
2117,english,Drilbur,3765
2118,japanese,モグリュー,3765
2119,chinese,螺钉地鼠,3765
2120,french,Rototaupe,3765
2121,english,Excadrill,3766
2122,japanese,ドリュウズ,3766
2123,chinese,龙头地鼠,3766
2124,french,Minotaupe,3766
2125,english,Audino,3767
2126,japanese,タブンネ,3767
2127,chinese,差不多娃娃,3767
2128,french,Nanméouïe,3767
2129,english,Timburr,3768
2130,japanese,ドッコラー,3768
2131,chinese,搬运小匠,3768
2132,french,Charpenti,3768
2133,english,Gurdurr,3769
2134,japanese,ドテッコツ,3769
2135,chinese,铁骨土人,3769
2136,french,Ouvrifier,3769
2137,english,Conkeldurr,3770
2138,japanese,ローブシン,3770
2139,chinese,修建老匠,3770
2140,french,Bétochef,3770
2141,english,Tympole,3771
2142,japanese,オタマロ,3771
2143,chinese,圆蝌蚪,3771
2144,french,Tritonde,3771
2145,english,Palpitoad,3772
2146,japanese,ガマガル,3772
2147,chinese,蓝蟾蜍,3772
2148,french,Batracné,3772
2149,english,Seismitoad,3773
2150,japanese,ガマゲロゲ,3773
2151,chinese,蟾蜍王,3773
2152,french,Crapustule,3773
2153,english,Throh,3774
2154,japanese,ナゲキ,3774
2155,chinese,投摔鬼,3774
2156,french,Judokrak,3774
2157,english,Sawk,3775
2158,japanese,ダゲキ,3775
2159,chinese,打击鬼,3775
2160,french,Karaclée,3775
2161,english,Sewaddle,3776
2162,japanese,クルミル,3776
2163,chinese,虫宝包,3776
2164,french,Larveyette,3776
2165,english,Swadloon,3777
2166,japanese,クルマユ,3777
2167,chinese,宝包茧,3777
2168,french,Couverdure,3777
2169,english,Leavanny,3778
2170,japanese,ハハコモリ,3778
2171,chinese,保姆虫,3778
2172,french,Manternel,3778
2173,english,Venipede,3779
2174,japanese,フシデ,3779
2175,chinese,百足蜈蚣,3779
2176,french,Venipatte,3779
2177,english,Whirlipede,3780
2178,japanese,ホイーガ,3780
2179,chinese,车轮球,3780
2180,french,Scobolide,3780
2181,english,Scolipede,3781
2182,japanese,ペンドラー,3781
2183,chinese,蜈蚣王,3781
2184,french,Brutapode,3781
2185,english,Cottonee,3782
2186,japanese,モンメン,3782
2187,chinese,木棉球,3782
2188,french,Doudouvet,3782
2189,english,Whimsicott,3783
2190,japanese,エルフーン,3783
2191,chinese,风妖精,3783
2192,french,Farfaduvet,3783
2193,english,Petilil,3784
2194,japanese,チュリネ,3784
2195,chinese,百合根娃娃,3784
2196,french,Chlorobule,3784
2197,english,Lilligant,3785
2198,japanese,ドレディア,3785
2199,chinese,裙儿小姐,3785
2200,french,Fragilady,3785
2201,english,Basculin,3786
2202,japanese,バスラオ,3786
2203,chinese,野蛮鲈鱼,3786
2204,french,Bargantua,3786
2205,english,Sandile,3787
2206,japanese,メグロコ,3787
2207,chinese,黑眼鳄,3787
2208,french,Mascaïman,3787
2209,english,Krokorok,3788
2210,japanese,ワルビル,3788
2211,chinese,混混鳄,3788
2212,french,Escroco,3788
2213,english,Krookodile,3789
2214,japanese,ワルビアル,3789
2215,chinese,流氓鳄,3789
2216,french,Crocorible,3789
2217,english,Darumaka,3790
2218,japanese,ダルマッカ,3790
2219,chinese,火红不倒翁,3790
2220,french,Darumarond,3790
2221,english,Darmanitan,3791
2222,japanese,ヒヒダルマ,3791
2223,chinese,达摩狒狒,3791
2224,french,Darumacho,3791
2225,english,Maractus,3792
2226,japanese,マラカッチ,3792
2227,chinese,沙铃仙人掌,3792
2228,french,Maracachi,3792
2229,english,Dwebble,3793
2230,japanese,イシズマイ,3793
2231,chinese,石居蟹,3793
2232,french,Crabicoque,3793
2233,english,Crustle,3794
2234,japanese,イワパレス,3794
2235,chinese,岩殿居蟹,3794
2236,french,Crabaraque,3794
2237,english,Scraggy,3795
2238,japanese,ズルッグ,3795
2239,chinese,滑滑小子,3795
2240,french,Baggiguane,3795
2241,english,Scrafty,3796
2242,japanese,ズルズキン,3796
2243,chinese,头巾混混,3796
2244,french,Baggaïd,3796
2245,english,Sigilyph,3797
2246,japanese,シンボラー,3797
2247,chinese,象征鸟,3797
2248,french,Cryptéro,3797
2249,english,Yamask,3798
2250,japanese,デスマス,3798
2251,chinese,哭哭面具,3798
2252,french,Tutafeh,3798
2253,english,Cofagrigus,3799
2254,japanese,デスカーン,3799
2255,chinese,死神棺,3799
2256,french,Tutankafer,3799
2257,english,Tirtouga,3800
2258,japanese,プロトーガ,3800
2259,chinese,原盖海龟,3800
2260,french,Carapagos,3800
2261,english,Carracosta,3801
2262,japanese,アバゴーラ,3801
2263,chinese,肋骨海龟,3801
2264,french,Mégapagos,3801
2265,english,Archen,3802
2266,japanese,アーケン,3802
2267,chinese,始祖小鸟,3802
2268,french,Arkéapti,3802
2269,english,Archeops,3803
2270,japanese,アーケオス,3803
2271,chinese,始祖大鸟,3803
2272,french,Aéroptéryx,3803
2273,english,Trubbish,3804
2274,japanese,ヤブクロン,3804
2275,chinese,破破袋,3804
2276,french,Miamiasme,3804
2277,english,Garbodor,3805
2278,japanese,ダストダス,3805
2279,chinese,灰尘山,3805
2280,french,Miasmax,3805
2281,english,Zorua,3806
2282,japanese,ゾロア,3806
2283,chinese,索罗亚,3806
2284,french,Zorua,3806
2285,english,Zoroark,3807
2286,japanese,ゾロアーク,3807
2287,chinese,索罗亚克,3807
2288,french,Zoroark,3807
2289,english,Minccino,3808
2290,japanese,チラーミィ,3808
2291,chinese,泡沫栗鼠,3808
2292,french,Chinchidou,3808
2293,english,Cinccino,3809
2294,japanese,チラチーノ,3809
2295,chinese,奇诺栗鼠,3809
2296,french,Pashmilla,3809
2297,english,Gothita,3810
2298,japanese,ゴチム,3810
2299,chinese,哥德宝宝,3810
2300,french,Scrutella,3810
2301,english,Gothorita,3811
2302,japanese,ゴチミル,3811
2303,chinese,哥德小童,3811
2304,french,Mesmérella,3811
2305,english,Gothitelle,3812
2306,japanese,ゴチルゼル,3812
2307,chinese,哥德小姐,3812
2308,french,Sidérella,3812
2309,english,Solosis,3813
2310,japanese,ユニラン,3813
2311,chinese,单卵细胞球,3813
2312,french,Nucléos,3813
2313,english,Duosion,3814
2314,japanese,ダブラン,3814
2315,chinese,双卵细胞球,3814
2316,french,Méios,3814
2317,english,Reuniclus,3815
2318,japanese,ランクルス,3815
2319,chinese,人造细胞卵,3815
2320,french,Symbios,3815
2321,english,Ducklett,3816
2322,japanese,コアルヒー,3816
2323,chinese,鸭宝宝,3816
2324,french,Couaneton,3816
2325,english,Swanna,3817
2326,japanese,スワンナ,3817
2327,chinese,舞天鹅,3817
2328,french,Lakmécygne,3817
2329,english,Vanillite,3818
2330,japanese,バニプッチ,3818
2331,chinese,迷你冰,3818
2332,french,Sorbébé,3818
2333,english,Vanillish,3819
2334,japanese,バニリッチ,3819
2335,chinese,多多冰,3819
2336,french,Sorboul,3819
2337,english,Vanilluxe,3820
2338,japanese,バイバニラ,3820
2339,chinese,双倍多多冰,3820
2340,french,Sorbouboul,3820
2341,english,Deerling,3821
2342,japanese,シキジカ,3821
2343,chinese,四季鹿,3821
2344,french,Vivaldaim,3821
2345,english,Sawsbuck,3822
2346,japanese,メブキジカ,3822
2347,chinese,萌芽鹿,3822
2348,french,Haydaim,3822
2349,english,Emolga,3823
2350,japanese,エモンガ,3823
2351,chinese,电飞鼠,3823
2352,french,Emolga,3823
2353,english,Karrablast,3824
2354,japanese,カブルモ,3824
2355,chinese,盖盖虫,3824
2356,french,Carabing,3824
2357,english,Escavalier,3825
2358,japanese,シュバルゴ,3825
2359,chinese,骑士蜗牛,3825
2360,french,Lançargot,3825
2361,english,Foongus,3826
2362,japanese,タマゲタケ,3826
2363,chinese,哎呀球菇,3826
2364,french,Trompignon,3826
2365,english,Amoonguss,3827
2366,japanese,モロバレル,3827
2367,chinese,败露球菇,3827
2368,french,Gaulet,3827
2369,english,Frillish,3828
2370,japanese,プルリル,3828
2371,chinese,轻飘飘,3828
2372,french,Viskuse,3828
2373,english,Jellicent,3829
2374,japanese,ブルンゲル,3829
2375,chinese,胖嘟嘟,3829
2376,french,Moyade,3829
2377,english,Alomomola,3830
2378,japanese,ママンボウ,3830
2379,chinese,保姆曼波,3830
2380,french,Mamanbo,3830
2381,english,Joltik,3831
2382,japanese,バチュル,3831
2383,chinese,电电虫,3831
2384,french,Statitik,3831
2385,english,Galvantula,3832
2386,japanese,デンチュラ,3832
2387,chinese,电蜘蛛,3832
2388,french,Mygavolt,3832
2389,english,Ferroseed,3833
2390,japanese,テッシード,3833
2391,chinese,种子铁球,3833
2392,french,Grindur,3833
2393,english,Ferrothorn,3834
2394,japanese,ナットレイ,3834
2395,chinese,坚果哑铃,3834
2396,french,Noacier,3834
2397,english,Klink,3835
2398,japanese,ギアル,3835
2399,chinese,齿轮儿,3835
2400,french,Tic,3835
2401,english,Klang,3836
2402,japanese,ギギアル,3836
2403,chinese,齿轮组,3836
2404,french,Clic,3836
2405,english,Klinklang,3837
2406,japanese,ギギギアル,3837
2407,chinese,齿轮怪,3837
2408,french,Cliticlic,3837
2409,english,Tynamo,3838
2410,japanese,シビシラス,3838
2411,chinese,麻麻小鱼,3838
2412,french,Anchwatt,3838
2413,english,Eelektrik,3839
2414,japanese,シビビール,3839
2415,chinese,麻麻鳗,3839
2416,french,Lampéroie,3839
2417,english,Eelektross,3840
2418,japanese,シビルドン,3840
2419,chinese,麻麻鳗鱼王,3840
2420,french,Ohmassacre,3840
2421,english,Elgyem,3841
2422,japanese,リグレー,3841
2423,chinese,小灰怪,3841
2424,french,Lewsor,3841
2425,english,Beheeyem,3842
2426,japanese,オーベム,3842
2427,chinese,大宇怪,3842
2428,french,Neitram,3842
2429,english,Litwick,3843
2430,japanese,ヒトモシ,3843
2431,chinese,烛光灵,3843
2432,french,Funécire,3843
2433,english,Lampent,3844
2434,japanese,ランプラー,3844
2435,chinese,灯火幽灵,3844
2436,french,Mélancolux,3844
2437,english,Chandelure,3845
2438,japanese,シャンデラ,3845
2439,chinese,水晶灯火灵,3845
2440,french,Lugulabre,3845
2441,english,Axew,3846
2442,japanese,キバゴ,3846
2443,chinese,牙牙,3846
2444,french,Coupenotte,3846
2445,english,Fraxure,3847
2446,japanese,オノンド,3847
2447,chinese,斧牙龙,3847
2448,french,Incisache,3847
2449,english,Haxorus,3848
2450,japanese,オノノクス,3848
2451,chinese,双斧战龙,3848
2452,french,Tranchodon,3848
2453,english,Cubchoo,3849
2454,japanese,クマシュン,3849
2455,chinese,喷嚏熊,3849
2456,french,Polarhume,3849
2457,english,Beartic,3850
2458,japanese,ツンベアー,3850
2459,chinese,冻原熊,3850
2460,french,Polagriffe,3850
2461,english,Cryogonal,3851
2462,japanese,フリージオ,3851
2463,chinese,几何雪花,3851
2464,french,Hexagel,3851
2465,english,Shelmet,3852
2466,japanese,チョボマキ,3852
2467,chinese,小嘴蜗,3852
2468,french,Escargaume,3852
2469,english,Accelgor,3853
2470,japanese,アギルダー,3853
2471,chinese,敏捷虫,3853
2472,french,Limaspeed,3853
2473,english,Stunfisk,3854
2474,japanese,マッギョ,3854
2475,chinese,泥巴鱼,3854
2476,french,Limonde,3854
2477,english,Mienfoo,3855
2478,japanese,コジョフー,3855
2479,chinese,功夫鼬,3855
2480,french,Kungfouine,3855
2481,english,Mienshao,3856
2482,japanese,コジョンド,3856
2483,chinese,师父鼬,3856
2484,french,Shaofouine,3856
2485,english,Druddigon,3857
2486,japanese,クリムガン,3857
2487,chinese,赤面龙,3857
2488,french,Drakkarmin,3857
2489,english,Golett,3858
2490,japanese,ゴビット,3858
2491,chinese,泥偶小人,3858
2492,french,Gringolem,3858
2493,english,Golurk,3859
2494,japanese,ゴルーグ,3859
2495,chinese,泥偶巨人,3859
2496,french,Golemastoc,3859
2497,english,Pawniard,3860
2498,japanese,コマタナ,3860
2499,chinese,驹刀小兵,3860
2500,french,Scalpion,3860
2501,english,Bisharp,3861
2502,japanese,キリキザン,3861
2503,chinese,劈斩司令,3861
2504,french,Scalproie,3861
2505,english,Bouffalant,3862
2506,japanese,バッフロン,3862
2507,chinese,爆炸头水牛,3862
2508,french,Frison,3862
2509,english,Rufflet,3863
2510,japanese,ワシボン,3863
2511,chinese,毛头小鹰,3863
2512,french,Furaiglon,3863
2513,english,Braviary,3864
2514,japanese,ウォーグル,3864
2515,chinese,勇士雄鹰,3864
2516,french,Gueriaigle,3864
2517,english,Vullaby,3865
2518,japanese,バルチャイ,3865
2519,chinese,秃鹰丫头,3865
2520,french,Vostourno,3865
2521,english,Mandibuzz,3866
2522,japanese,バルジーナ,3866
2523,chinese,秃鹰娜,3866
2524,french,Vaututrice,3866
2525,english,Heatmor,3867
2526,japanese,クイタラン,3867
2527,chinese,熔蚁兽,3867
2528,french,Aflamanoir,3867
2529,english,Durant,3868
2530,japanese,アイアント,3868
2531,chinese,铁蚁,3868
2532,french,Fermite,3868
2533,english,Deino,3869
2534,japanese,モノズ,3869
2535,chinese,单首龙,3869
2536,french,Solochi,3869
2537,english,Zweilous,3870
2538,japanese,ジヘッド,3870
2539,chinese,双首暴龙,3870
2540,french,Diamat,3870
2541,english,Hydreigon,3871
2542,japanese,サザンドラ,3871
2543,chinese,三首恶龙,3871
2544,french,Trioxhydre,3871
2545,english,Larvesta,3872
2546,japanese,メラルバ,3872
2547,chinese,燃烧虫,3872
2548,french,Pyronille,3872
2549,english,Volcarona,3873
2550,japanese,ウルガモス,3873
2551,chinese,火神蛾,3873
2552,french,Pyrax,3873
2553,english,Cobalion,3874
2554,japanese,コバルオン,3874
2555,chinese,勾帕路翁,3874
2556,french,Cobaltium,3874
2557,english,Terrakion,3875
2558,japanese,テラキオン,3875
2559,chinese,代拉基翁,3875
2560,french,Terrakium,3875
2561,english,Virizion,3876
2562,japanese,ビリジオン,3876
2563,chinese,毕力吉翁,3876
2564,french,Viridium,3876
2565,english,Tornadus,3877
2566,japanese,トルネロス,3877
2567,chinese,龙卷云,3877
2568,french,Boréas,3877
2569,english,Thundurus,3878
2570,japanese,ボルトロス,3878
2571,chinese,雷电云,3878
2572,french,Fulguris,3878
2573,english,Reshiram,3879
2574,japanese,レシラム,3879
2575,chinese,莱希拉姆,3879
2576,french,Reshiram,3879
2577,english,Zekrom,3880
2578,japanese,ゼクロム,3880
2579,chinese,捷克罗姆,3880
2580,french,Zekrom,3880
2581,english,Landorus,3881
2582,japanese,ランドロス,3881
2583,chinese,土地云,3881
2584,french,Démétéros,3881
2585,english,Kyurem,3882
2586,japanese,キュレム,3882
2587,chinese,酋雷姆,3882
2588,french,Kyurem,3882
